App,SHA,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
retgal/dayon,c0b7dfc32a1eae32b1d0cd12a27c7cb31d110d89,VersionTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/version/VersionTest.java,,src/test/java/mpo/dayon/common/version/VersionTest.java,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c0b7dfc32a1eae32b1d0cd12a27c7cb31d110d89,MemByteBufferTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/buffer/MemByteBufferTest.java,,src/test/java/mpo/dayon/common/buffer/MemByteBufferTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c0b7dfc32a1eae32b1d0cd12a27c7cb31d110d89,NetworkSenderTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/network/NetworkSenderTest.java,,src/test/java/mpo/dayon/common/network/NetworkSenderTest.java,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c0b7dfc32a1eae32b1d0cd12a27c7cb31d110d89,BabylonTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/babylon/BabylonTest.java,,src/test/java/mpo/dayon/common/babylon/BabylonTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c0b7dfc32a1eae32b1d0cd12a27c7cb31d110d89,RunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/RunnerTest.java,,src/test/java/mpo/dayon/common/RunnerTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,AssistantRunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assistant/AssistantRunnerTest.java,,src/test/java/mpo/dayon/assistant/AssistantRunnerTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,NetworkUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assistant/utils/NetworkUtilitiesTest.java,,src/test/java/mpo/dayon/assistant/utils/NetworkUtilitiesTest.java,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,ControlEngineTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assistant/control/ControlEngineTest.java,,src/test/java/mpo/dayon/assistant/control/ControlEngineTest.java,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,NetworkAssistantEngineTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assistant/network/NetworkAssistantEngineTest.java,,src/test/java/mpo/dayon/assistant/network/NetworkAssistantEngineTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,AssistedRunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/AssistedRunnerTest.java,,src/test/java/mpo/dayon/assisted/AssistedRunnerTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,RobotNetworkControlMessageHandlerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,AssistedTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/gui/AssistedTest.java,,src/test/java/mpo/dayon/assisted/gui/AssistedTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,NetworkAssistedEngineTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/network/NetworkAssistedEngineTest.java,,src/test/java/mpo/dayon/assisted/network/NetworkAssistedEngineTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,ListenersTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/event/ListenersTest.java,,src/test/java/mpo/dayon/common/event/ListenersTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,BitCounterTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/monitoring/counter/BitCounterTest.java,,src/test/java/mpo/dayon/common/monitoring/counter/BitCounterTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,TileCounterTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/monitoring/counter/TileCounterTest.java,,src/test/java/mpo/dayon/common/monitoring/counter/TileCounterTest.java,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,CaptureCompressionCounterTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/monitoring/counter/CaptureCompressionCounterTest.java,,src/test/java/mpo/dayon/common/monitoring/counter/CaptureCompressionCounterTest.java,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,FileUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/FileUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/FileUtilitiesTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,SystemUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,UnitUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/UnitUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/UnitUtilitiesTest.java,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,VersionTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/version/VersionTest.java,,src/test/java/mpo/dayon/common/version/VersionTest.java,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,MemByteBufferTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/buffer/MemByteBufferTest.java,,src/test/java/mpo/dayon/common/buffer/MemByteBufferTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,NetworkSenderTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/network/NetworkSenderTest.java,,src/test/java/mpo/dayon/common/network/NetworkSenderTest.java,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,BabylonTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/babylon/BabylonTest.java,,src/test/java/mpo/dayon/common/babylon/BabylonTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c505ead70940acbd0165d1f75c72e9df2b12ff3d,RunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/RunnerTest.java,,src/test/java/mpo/dayon/common/RunnerTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,ControlEngineTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assistant/control/ControlEngineTest.java,,src/test/java/mpo/dayon/assistant/control/ControlEngineTest.java,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,RobotNetworkControlMessageHandlerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,ListenersTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/event/ListenersTest.java,,src/test/java/mpo/dayon/common/event/ListenersTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,FileUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/FileUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/FileUtilitiesTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,SystemUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,VersionTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/version/VersionTest.java,,src/test/java/mpo/dayon/common/version/VersionTest.java,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,MemByteBufferTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/buffer/MemByteBufferTest.java,,src/test/java/mpo/dayon/common/buffer/MemByteBufferTest.java,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,BabylonTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/babylon/BabylonTest.java,,src/test/java/mpo/dayon/common/babylon/BabylonTest.java,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,c4941f9990578d532c2ca253609bd73ef7cb3195,RunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/RunnerTest.java,,src/test/java/mpo/dayon/common/RunnerTest.java,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,ControlEngineTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assistant/control/ControlEngineTest.java,,src/test/java/mpo/dayon/assistant/control/ControlEngineTest.java,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,RobotNetworkControlMessageHandlerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,ListenersTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/event/ListenersTest.java,,src/test/java/mpo/dayon/common/event/ListenersTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,FileUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/FileUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/FileUtilitiesTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,SystemUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,VersionTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/version/VersionTest.java,,src/test/java/mpo/dayon/common/version/VersionTest.java,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,MemByteBufferTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/buffer/MemByteBufferTest.java,,src/test/java/mpo/dayon/common/buffer/MemByteBufferTest.java,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,BabylonTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/babylon/BabylonTest.java,,src/test/java/mpo/dayon/common/babylon/BabylonTest.java,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,9d154e7f5cdf8d772610337969708a4876609ab8,RunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/RunnerTest.java,,src/test/java/mpo/dayon/common/RunnerTest.java,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,6674749c91d34bff311a81b4a5c37e978c789c40,RobotNetworkControlMessageHandlerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0
retgal/dayon,6674749c91d34bff311a81b4a5c37e978c789c40,ListenersTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/event/ListenersTest.java,,src/test/java/mpo/dayon/common/event/ListenersTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,6674749c91d34bff311a81b4a5c37e978c789c40,SystemUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,6674749c91d34bff311a81b4a5c37e978c789c40,VersionTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/version/VersionTest.java,,src/test/java/mpo/dayon/common/version/VersionTest.java,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,6674749c91d34bff311a81b4a5c37e978c789c40,RunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/RunnerTest.java,,src/test/java/mpo/dayon/common/RunnerTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,014db8502f46aa727bade2c0bd961deb3438acc9,RobotNetworkControlMessageHandlerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0
retgal/dayon,014db8502f46aa727bade2c0bd961deb3438acc9,ListenersTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/event/ListenersTest.java,,src/test/java/mpo/dayon/common/event/ListenersTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,014db8502f46aa727bade2c0bd961deb3438acc9,SystemUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,014db8502f46aa727bade2c0bd961deb3438acc9,VersionTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/version/VersionTest.java,,src/test/java/mpo/dayon/common/version/VersionTest.java,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,014db8502f46aa727bade2c0bd961deb3438acc9,RunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/RunnerTest.java,,src/test/java/mpo/dayon/common/RunnerTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,14a5b82ba20a71c8bc45047a2e253f8c392d0f63,RobotNetworkControlMessageHandlerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0
retgal/dayon,14a5b82ba20a71c8bc45047a2e253f8c392d0f63,ListenersTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/event/ListenersTest.java,,src/test/java/mpo/dayon/common/event/ListenersTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,14a5b82ba20a71c8bc45047a2e253f8c392d0f63,SystemUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,14a5b82ba20a71c8bc45047a2e253f8c392d0f63,VersionTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/version/VersionTest.java,,src/test/java/mpo/dayon/common/version/VersionTest.java,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,14a5b82ba20a71c8bc45047a2e253f8c392d0f63,RunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/RunnerTest.java,,src/test/java/mpo/dayon/common/RunnerTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,a3f258bb2c826c07c3694e50a4019cb60e93e2d4,RobotNetworkControlMessageHandlerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0
retgal/dayon,a3f258bb2c826c07c3694e50a4019cb60e93e2d4,ListenersTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/event/ListenersTest.java,,src/test/java/mpo/dayon/common/event/ListenersTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,a3f258bb2c826c07c3694e50a4019cb60e93e2d4,SystemUtilitiesTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,src/test/java/mpo/dayon/common/utils/SystemUtilitiesTest.java,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,a3f258bb2c826c07c3694e50a4019cb60e93e2d4,VersionTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/version/VersionTest.java,,src/test/java/mpo/dayon/common/version/VersionTest.java,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,a3f258bb2c826c07c3694e50a4019cb60e93e2d4,RunnerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/common/RunnerTest.java,,src/test/java/mpo/dayon/common/RunnerTest.java,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
retgal/dayon,ab9898e5f266ce63c8f094c6a0c9367b48581a7c,RobotNetworkControlMessageHandlerTest.java,/root/clone/retgal/dayon/src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,src/test/java/mpo/dayon/assisted/control/RobotNetworkControlMessageHandlerTest.java,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0
